text,favorites,retweets,source,day,hour,sentiment_score,sentiment_tag,sent_count,day_name
"Don't make your minor injury a major hassle. If it's a sprain, break or minor burn, your local injury unit can treat you. Find out more about injury units here: https://t.co/FcIKE8TiMe https://t.co/8hGVDPLOIT",7,3,Twitter Media Studio,2021-08-11,13,0.0925,Neutral,303,Wednesday
"@fbsky2 Hi there, could you please DM us regarding this?",0,0,Agorapulse app,2021-08-11,13,0.0,Neutral,303,Wednesday
"@PatriciaLawles1 Hi Patricia, could you please DM us some more information?",0,0,Agorapulse app,2021-08-11,12,0.5,Positive,338,Wednesday
"@NoreenRooney Hi Noreen, could you please DM us regarding this?",0,0,Agorapulse app,2021-08-11,12,0.0,Neutral,303,Wednesday
"""In the months and years since Matilda has passed, it's given us huge comfort to know that her kidneys have gone to save someone else's life and not just to change his life, but to change the life of his family""

Watch Rebecca's story and #HaveThatConversation with your family. https://t.co/MU4ye9REgZ",19,5,Twitter Media Studio,2021-08-11,12,0.4,Positive,338,Wednesday
"@steeohh Hi there, an agent will assist you as quickly as possible. If you would like to DM us your query, we may be able to assist you further.",0,0,Agorapulse app,2021-08-11,12,0.166666667,Positive,338,Wednesday
"Children are twice as likely as adults to get the flu, and it can sometimes make children very sick. But the free nasal spray flu vaccine can help protect your children, and the rest of your family too. Learn more at https://t.co/2Bflfuf2Vd #YourBestShot https://t.co/KS1vam3VEv",40,18,Twitter Media Studio,2021-08-11,11,-0.007142857,Negative,59,Wednesday
"@MAHAE_16 Hi there,

Thank you for contacting us.

You are likely to be immune (protected) for at least 9 months after a COVID-19 infection.

You can read more information here - https://t.co/WAQSVvVXdg

Kind regards,
Conor.",0,0,Agorapulse app,2021-08-11,10,0.2,Positive,338,Wednesday
"👉🏾If you’re aged 70 or over, your GP will contact you when it’s time for your vaccine. (1/2)
👉🏻If you’re aged 60-69, you’ll get a text message from the HSE with a vaccination centre appointment. 

Learn more: https://t.co/lf6jSBXr40 #ForUsAll (2/2)",8,2,Twitter Web App,2021-08-11,09,0.1,Neutral,303,Wednesday
"If you’re aged 60 or over, or if you’re a healthcare worker, you will soon be offered your COVID-19 vaccine booster dose. (1/2) https://t.co/W48H4Kr4HC",38,8,Twitter Web App,2021-08-11,09,-0.1,Negative,59,Wednesday
If you are immunocompromised you may be offered another COVID-19 vaccine dose. A weak immune system means you may not have responded as well to your vaccine as others. Another dose should protect you from becoming very ill from COVID-19. More  https://t.co/5WJKVuS7mj  #ForUsAll https://t.co/ScvKSFMqqF,22,16,Twitter Web App,2021-08-11,08,-0.01875,Negative,59,Wednesday
"Má tá do chóras imdhíonachta lag de bharr nach dtugann an vacsaín an chosaint cheart duit, d’fhéadfaí dáileog eile den vacsaín COVID-19 a thairiscint duit. Ba cheart go dtabharfadh dáileog eile  cosaint cheart duit ó COVID-19. #ForUsAll https://t.co/4VTuNgd8F7",14,7,Twitter Web App,2021-07-11,18,0.0,Neutral,303,Sunday
"It's flu season, so if you're 65 or over, it's time to get your free, annual flu vaccine. Make an appointment with your GP or Pharmacist today. Find out more at https://t.co/5ZnO6RFY1b #YourBestShot https://t.co/BM3LyYrTMp",12,4,Twitter Web App,2021-07-11,17,0.45,Positive,338,Sunday
"Face coverings help to reduce the spread of #COVID19. They should:

➡cover the nose &amp; go under the chin
➡fit snugly against the side of the face
➡be secured with ties or ear loops
➡include at least 2 layers of fabric
➡allow for unrestricted breathing

https://t.co/YY7wWYsvKd https://t.co/pIcplYEKNb",74,32,Twitter Web App,2021-07-11,15,-0.3,Negative,59,Sunday
If you test positive for #COVID19 you will get a text message that includes a web link where you can upload contact details for your close contacts. Please remember to upload details of your contacts so contact tracing can get in touch. https://t.co/0Fs9QT8qu5 https://t.co/gqmyET1ChP,30,12,Twitter Web App,2021-07-11,12,0.22727272699999998,Positive,338,Sunday
"You can get a COVID-19 vaccine if you are breastfeeding. This will protect you from getting seriously unwell due to COVID-19. Find out more about the vaccine here: https://t.co/nTNxEJWWWr

#COVIDVaccines | #ForUsAll https://t.co/0CSXWg7hyn",15,7,Twitter Web App,2021-07-11,11,0.013888889,Neutral,303,Sunday
"Walk-in clinics are open people aged 12 and older. Children aged 12 to 15 must attend with their parent or guardian. Visit https://t.co/2ew0ZKomar for more details. 

#ForUsAll

(4/4)",7,4,Twitter Web App,2021-07-11,10,0.093333333,Neutral,303,Sunday
"📍Breaffy House Resort, 1.30pm to 5.30pm
📍Glencarn Hotel, 9.30am to 4.30pm
📍Mucklagh Community Centre, 11am to 3pm
📍Kilbride Community Centre, 3pm to 4.15pm

(3/4)",2,2,Twitter Web App,2021-07-11,10,0.0,Neutral,303,Sunday
"📍Kilmore Hotel, 1.30pm to 4pm
📍The John Colgan Hall, 10am to 6pm
📍Inishowen Gateway Hotel, 10am to 6pm
📍St. Mary's Parish Centre, 10am to 6pm

(2/4)",3,2,Twitter Web App,2021-07-11,10,0.0,Neutral,303,Sunday
"Here are today’s open walk-in #COVIDVaccine clinics. Walk-in clinics are for first and second dose only. You cannot get a booster dose at a walk-in vaccination clinic.  

(1/4) https://t.co/u3x6mDeVog",12,4,Twitter Web App,2021-07-11,10,0.0625,Neutral,303,Sunday
"On #IDMP2021, BreastCheck want to thank their medical physicists for ensuring the safety and quality of their mammography examinations. Their work has helped provide over 2 million mammograms to women in Ireland since the programme began in 2000. 

#BreastCheck #medicalphysicists",23,4,TweetDeck,2021-07-11,10,0.0,Neutral,303,Sunday
"@ConorMinchin Hi Conor, you can see more information on how to prove your vaccination status on the Government website here - https://t.co/3ezFdRG5uQ",1,0,Agorapulse app,2021-06-11,19,0.5,Positive,338,Friday
"Healthcare workers can prevent the spread of #flu and save lives by getting the flu vaccine. Speak to your line manager, peer vaccinator, or occupational health department about getting your free flu vaccine this winter. #YourBestShot https://t.co/hyP6cnET17",7,5,Twitter Web App,2021-06-11,17,0.4,Positive,338,Friday
"Millions of people across the world have had their COVID-19 vaccine including over 90% of adults in Ireland, register for yours today ➡ https://t.co/nTNxEJWWWr
#COVIDVaccines #ForUsAll https://t.co/jXktL8qV6a",19,8,Twitter Web App,2021-06-11,16,0.0,Neutral,303,Friday
"No one will thank you for turning up if you’re sick.

Stay at home and get a test to protect yourself and others from #COVID19.

#StaySafe | #ForUsAll https://t.co/oEUdgKrD8n",54,18,Twitter Web App,2021-06-11,15,-0.7142857140000001,Negative,59,Friday
"If you’re more at risk of catching the flu or becoming very sick, get your free flu vaccine from your GP or Pharmacist. People at risk include those with certain long term conditions, pregnant women, those aged 65 or over &amp; children. More: https://t.co/5ZnO6RXySJ #YourBestShot https://t.co/YGm10pwym0",8,4,Twitter Web App,2021-06-11,13,0.19190476199999998,Positive,338,Friday
"@Yury85389397 Hi there, could you please DM us with some more information about this query?",0,0,Agorapulse app,2021-06-11,13,0.5,Positive,338,Friday
"COVID-19 cases are rising. Common symptoms include high temp, dry cough and tiredness. If you have symptoms of COVID-19, it's very important to self-isolate and get tested as soon as possible. Read more:  https://t.co/0PPPHEektG #StaySafe | #ForUsAll https://t.co/GfgSRsnGNP",26,8,Twitter Web App,2021-06-11,12,0.135555556,Neutral,303,Friday
"@ryan_llama Hi there, could you please DM us some more information?",0,0,Agorapulse app,2021-06-11,12,0.5,Positive,338,Friday
If you test positive for #COVID19 you will get a text message that includes a web link where you can upload contact details for your close contacts. Please remember to upload details of your contacts so contact tracing can get in touch. https://t.co/0Fs9QSQP5v https://t.co/b6virF9X98,16,5,Twitter Web App,2021-06-11,11,0.22727272699999998,Positive,338,Friday
"@rylou09 Hi there, there are appointments available to book this weekend. Could you please try to book your appointment using this link: https://t.co/ET1sj0rYLL",0,0,Agorapulse app,2021-06-11,09,0.4,Positive,338,Friday
"Walk-in clinics are open people aged 12 and older. Children aged 12 to 15 must attend with their parent or guardian.
Visit https://t.co/2ew0ZKomar for more details. 

#ForUsAll

(4/4)",2,0,Twitter Web App,2021-06-11,09,0.093333333,Neutral,303,Friday
"📍Cooley Kickhams GAA Clubhouse, 10am to 4.30pm
📍Breaffy House Resort, 1.30pm to 5.30pm
📍Glencarn Hotel, 9.30am to 4.30pm
📍Kilbride Community Centre, 3pm to  4.15pm
📍Clonmel Park Hotel, 9am to 12pm 
📍Astro Active Centre, 9am to 1pm 

(3/4)",2,0,Twitter Web App,2021-06-11,09,-0.133333333,Negative,59,Friday
"📍The John Colgan Hall, 10am to 6pm
📍Inishowen Gateway Hotel, 10am to 6pm
📍St. Mary's Parish Centre, 10am to 6pm
📍St. Fintans Campus, 2pm to 5.30pm
📍Carrick on Shannon Primary Care Unit, 9am to 5pm
(2/4)",4,1,Twitter Web App,2021-06-11,09,0.4,Positive,338,Friday
"Here are today’s open walk-in #COVIDVaccine clinics. Walk-in clinics are for first and second dose only. You cannot get a booster dose at a walk-in vaccination clinic.  

📍The Woodford Dolmen Hotel, 9am to 12.30pm
📍Kilmore Hotel, 1.30pm to 4pm

(1/4) https://t.co/IDCUlSunji",7,3,Twitter Web App,2021-06-11,09,0.0625,Neutral,303,Friday
"@ConchobarMartin Hi Conor, Thanks for your tweet. Can you DM with more information, please? Thank You.",0,0,Agorapulse app,2021-05-11,19,0.35,Positive,338,Tuesday
"@Banji_P HI Adebanji, Thanks for your tweet. Can you please DM with more information? Thank You.",0,0,Agorapulse app,2021-05-11,18,0.35,Positive,338,Tuesday
Seo séasúr an fhliú. Má tá tú os cionn 65 is féidir snáthaid an fhliú a fháil ó do dhochtúir nó Cógaiseoir. Tuilleadh eolais  #YourBestShot ar https://t.co/5ZnO6RFY1b https://t.co/ugaOsx0pRd,9,6,Twitter Media Studio,2021-05-11,16,0.0,Neutral,303,Tuesday
"RT @ULHospitals: Donncha O’Callaghan, @unicefireland ambassador encourages our colleagues to get the flu vaccine.
For each staff member who…",0,11,Twitter Web App,2021-05-11,15,0.0,Neutral,303,Tuesday
"Detecting cancer early allows for better treatment options and higher survival rates.

Know the signs and if you are concerned, always reach out to your GP. Learn more: https://t.co/TzI2oupEqg #KnowTheSigns https://t.co/UAp2ja1QlN",16,8,Twitter Media Studio,2021-05-11,15,0.3375,Positive,338,Tuesday
"#OurHealthService

Speaking about @Tusla #ChildrenFirstAwarenessWeek, Public Health Nurse Juliette O'Sullivan says: 

“It’s very important that all organisations work together...to safeguard the children in our community""

More: https://t.co/EBA2Blvlqc https://t.co/wYmSD5Mjsv",12,5,Twitter Web App,2021-05-11,13,0.34,Positive,338,Tuesday
"Cervical Screening is still one of the best ways to protect yourself from #cervicalcancer.

Even if you’ve had the #HPVvaccine, you should still attend for screening when invited.

More here: 
https://t.co/1AH9jnFJVU https://t.co/dH5KKOHq9l",17,10,TweetDeck,2021-05-11,11,0.75,Positive,338,Tuesday
"Walk-in clinics are open people aged 12 and older. Children aged 12 to 15 must attend with their parent or guardian.
Visit https://t.co/2ew0ZKomar for more details. 

#ForUsAll

(4/4)",2,2,Twitter Web App,2021-05-11,10,0.093333333,Neutral,303,Tuesday
"Fairyhouse Racecourse, 10am - 4pm 
Glencarn Hotel, 3pm to 7pm
Kilbride Community Centre, 4pm to 8pm
Sligo Racecourse, 9am to 5pm

(3/4)",2,1,Twitter Web App,2021-05-11,10,0.0,Neutral,303,Tuesday
"Kilmore Hotel, 1.30pm to 4pm
Letterkenny Community Assessment Hub,  10.15am to 6.30pm
Kerry Vaccination Centre, 12pm to 8pm
Cillin Hill Conference Centre, 8.15am to 12.30pm
Clonguish GAA Centre, 9.15am to 1.30pm

(2/4)",1,1,Twitter Web App,2021-05-11,10,0.0,Neutral,303,Tuesday
"Here are today’s open walk-in #COVIDVaccine clinics. Walk-in clinics are for first and second dose only. You cannot get a booster dose at a walk-in vaccination clinic.  

(1/4) https://t.co/v0bwCqzVmx",11,4,Twitter Web App,2021-05-11,10,0.0625,Neutral,303,Tuesday
"Healthcare workers can prevent the spread of flu and save lives by getting the flu vaccine. Speak to your line manager, peer vaccinator, or occupational health department about getting your free flu vaccine this winter. https://t.co/5ZnO6RFY1b #YourBestShot https://t.co/FNtxczgVZ2",19,7,Twitter Web App,2021-05-11,10,0.4,Positive,338,Tuesday
"@JohnPaulMcgrat2 Hi John,

Thank you for contacting us.

You can book a test online here. https://t.co/ET1sj0rYLL

Here is a link with more information also.
https://t.co/hq2FfG2fwR

Kind regards,
Conor.",2,1,Agorapulse app,2021-05-11,09,0.55,Positive,338,Tuesday
#COVIDVaccine registration remains open to everyone aged 12 and older. Register for your free vaccine by registering here: https://t.co/nTNxEKexNZ #ForUsAll https://t.co/UGWA7fQl15,7,10,Twitter Web App,2021-05-11,09,0.11666666699999999,Neutral,303,Tuesday
"During the pandemic one speech and language team introduced video enabled care to deliver therapy for both in-patients and out-patients, allowing some patients to leave hospital earlier and continue their therapy at home. Read more: https://t.co/U2bAjAezwL 
 
#OurHealthService https://t.co/RMObf4tQVH",20,2,Twitter Media Studio,2021-04-11,18,0.25,Positive,338,Sunday
#COVID19 is mainly spread through droplets that come from your nose and mouth. Wearing a face covering reduces the spread of these droplets and aerosols. It also helps stop the spread of the virus from people who may not know they have it. Learn more: https://t.co/YY7wWYsvKd https://t.co/fxSrvmH1vR,35,19,Twitter Media Studio,2021-04-11,17,0.333333333,Positive,338,Sunday
